id,name,class,section,rollNo,fatherName,motherName,dateOfBirth,address,phone,schoolId,attendance,marks
8581,Vivaan Behera,Class 4,D,8581,Mr. Om Behera,Mrs. Harsh Behera,2015-04-07,"House 456, Road 3, Khurda",9786262203,18,89,"{""science"": 40, ""english"": 85, ""social_science"": 48, ""hindi"": 41, ""computer_science"": 76}"
8582,Atharv Patra,Class 10,B,8582,Mr. Pihu Patra,Mrs. Pari Patra,2015-06-13,"House 456, Street 2, Mayurbhanj",9185201007,18,95,"{""hindi"": 91, ""science"": 73, ""odia"": 60, ""english"": 83, ""social_science"": 60, ""mathematics"": 61, ""computer_science"": 92}"
8583,Sai Samantaray,Class 5,C,8583,Mr. Reyansh Samantaray,Mrs. Aanya Samantaray,2015-01-22,"Village, Lane 1, Balasore",9760577319,18,75,"{""odia"": 47, ""science"": 40, ""english"": 63, ""mathematics"": 72, ""social_science"": 91}"
8584,Pari Mohapatra,Class 7,B,8584,Mr. Riya Mohapatra,Mrs. Kian Mohapatra,2010-12-24,"Plot 123, Road 3, Mayurbhanj",9524835808,18,93,"{""computer_science"": 55, ""mathematics"": 53, ""science"": 41, ""english"": 87, ""hindi"": 42, ""social_science"": 76}"
8585,Navya Mallick,Class 8,A,8585,Mr. Shanaya Mallick,Mrs. Jai Mallick,2013-11-27,"House 456, Street 2, Mayurbhanj",9698548046,18,88,"{""odia"": 41, ""social_science"": 59, ""computer_science"": 65, ""science"": 75, ""hindi"": 93, ""mathematics"": 93, ""english"": 81}"
8586,Avni Sahoo,Class 8,B,8586,Mr. Om Sahoo,Mrs. Prisha Sahoo,2015-09-12,"House 456, Lane 1, Puri",9874586130,18,92,"{""odia"": 78, ""social_science"": 65, ""computer_science"": 54, ""english"": 59, ""mathematics"": 85, ""hindi"": 93, ""science"": 49}"
8587,Avni Jena,Class 6,A,8587,Mr. Aadhya Jena,Mrs. Kian Jena,2015-07-07,"House 456, Lane 1, Khurda",9831298870,18,88,"{""science"": 40, ""odia"": 54, ""social_science"": 61, ""english"": 94, ""computer_science"": 62, ""mathematics"": 65}"
8588,Kiaan Barik,Class 6,A,8588,Mr. Arnav Barik,Mrs. Saanvi Barik,2013-07-08,"Plot 123, Street 2, Puri",9493639428,18,94,"{""hindi"": 44, ""mathematics"": 58, ""computer_science"": 47, ""english"": 51, ""social_science"": 94, ""science"": 58}"
8589,Aadhya Patra,Class 9,D,8589,Mr. Navya Patra,Mrs. Shivansh Patra,2015-08-26,"Plot 123, Lane 1, Balasore",9387411966,18,97,"{""odia"": 88, ""english"": 84, ""mathematics"": 70, ""social_science"": 64, ""science"": 76, ""hindi"": 70, ""computer_science"": 68}"
8590,Kavya Singh,Class 1,C,8590,Mr. Navya Singh,Mrs. Inaya Singh,2014-02-28,"House 456, Lane 1, Puri",9689944379,18,95,"{""hindi"": 75, ""computer_science"": 78, ""social_science"": 87}"
8591,Anaya Mohanty,Class 6,D,8591,Mr. Shivansh Mohanty,Mrs. Jai Mohanty,2011-07-24,"House 456, Road 3, Balasore",9776591828,18,78,"{""mathematics"": 40, ""computer_science"": 90, ""social_science"": 82, ""hindi"": 48, ""science"": 68, ""english"": 48}"
8592,Divyansh Singh,Class 8,D,8592,Mr. Diya Singh,Mrs. Dev Singh,2013-03-08,"Plot 123, Lane 1, Cuttack",9827511060,18,89,"{""science"": 42, ""hindi"": 71, ""computer_science"": 59, ""social_science"": 93, ""odia"": 72, ""english"": 71, ""mathematics"": 91}"
8593,Pihu Swain,Class 7,E,8593,Mr. Divyansh Swain,Mrs. Shaurya Swain,2012-12-30,"Village, Street 2, Balasore",9843050068,18,94,"{""mathematics"": 79, ""hindi"": 52, ""computer_science"": 75, ""social_science"": 45, ""science"": 54, ""odia"": 84}"
8594,Divyansh Kar,Class 6,A,8594,Mr. Shaurya Kar,Mrs. Navya Kar,2014-09-17,"Plot 123, Lane 1, Balasore",9715553207,18,96,"{""science"": 92, ""odia"": 88, ""english"": 95, ""social_science"": 75, ""mathematics"": 52, ""hindi"": 46}"
8595,Harsh Patel,Class 9,C,8595,Mr. Pari Patel,Mrs. Shivansh Patel,2013-05-19,"Village, Lane 1, Balasore",9113489681,18,87,"{""mathematics"": 69, ""odia"": 75, ""science"": 51, ""computer_science"": 93, ""hindi"": 78, ""social_science"": 82, ""english"": 65}"
8596,Aditya Barik,Class 6,A,8596,Mr. Inaya Barik,Mrs. Riya Barik,2015-01-28,"Plot 123, Lane 1, Cuttack",9901452385,18,97,"{""hindi"": 58, ""computer_science"": 92, ""english"": 78, ""odia"": 84, ""social_science"": 59, ""science"": 62}"
8597,Darsh Biswal,Class 3,B,8597,Mr. Atharv Biswal,Mrs. Rishabh Biswal,2011-01-24,"House 456, Road 3, Khurda",9397773284,18,81,"{""hindi"": 49, ""mathematics"": 89, ""social_science"": 92, ""odia"": 72}"
8598,Shivansh Lenka,Class 7,E,8598,Mr. Kian Lenka,Mrs. Inaya Lenka,2014-02-10,"Plot 123, Lane 1, Khurda",9586399922,18,95,"{""english"": 72, ""mathematics"": 52, ""computer_science"": 80, ""hindi"": 68, ""science"": 71, ""social_science"": 91}"
8599,Prisha Senapati,Class 10,C,8599,Mr. Samarth Senapati,Mrs. Raghav Senapati,2012-08-23,"House 456, Road 3, Khurda",9512323797,18,80,"{""science"": 91, ""odia"": 70, ""hindi"": 54, ""english"": 44, ""computer_science"": 72, ""mathematics"": 53, ""social_science"": 75}"
8600,Aryan Sharma,Class 5,D,8600,Mr. Sai Sharma,Mrs. Shaurya Sharma,2015-03-07,"Plot 123, Street 2, Khurda",9426857954,18,90,"{""social_science"": 89, ""english"": 78, ""science"": 53, ""computer_science"": 94, ""mathematics"": 73}"
8601,Anika Tripathy,Class 8,E,8601,Mr. Rudra Tripathy,Mrs. Pihu Tripathy,2011-01-19,"Plot 123, Street 2, Balasore",9329761548,18,92,"{""computer_science"": 57, ""mathematics"": 82, ""social_science"": 42, ""hindi"": 42, ""english"": 42, ""science"": 91, ""odia"": 78}"
8602,Harsh Maharana,Class 2,E,8602,Mr. Neil Maharana,Mrs. Kabir Maharana,2013-07-01,"Village, Road 3, Mayurbhanj",9454141987,18,77,"{""social_science"": 80, ""english"": 89, ""computer_science"": 79, ""science"": 82}"
8603,Kian Mishra,Class 7,C,8603,Mr. Atharv Mishra,Mrs. Reyansh Mishra,2011-08-24,"Plot 123, Street 2, Balasore",9171955281,18,84,"{""hindi"": 66, ""english"": 68, ""social_science"": 68, ""odia"": 42, ""computer_science"": 66, ""mathematics"": 94}"
8604,Krishna Das,Class 7,C,8604,Mr. Rudra Das,Mrs. Kiaan Das,2011-11-07,"House 456, Road 3, Khurda",9540123702,18,96,"{""social_science"": 86, ""hindi"": 40, ""mathematics"": 46, ""computer_science"": 65, ""science"": 49, ""english"": 72}"
8605,Prisha Mallick,Class 9,B,8605,Mr. Shivansh Mallick,Mrs. Kiaan Mallick,2012-03-28,"House 456, Road 3, Mayurbhanj",9640017760,18,97,"{""english"": 60, ""computer_science"": 48, ""science"": 45, ""hindi"": 72, ""social_science"": 80, ""mathematics"": 86, ""odia"": 73}"
8606,Shivansh Nayak,Class 7,C,8606,Mr. Dev Nayak,Mrs. Vedant Nayak,2014-06-23,"Village, Road 3, Cuttack",9876039512,18,89,"{""science"": 79, ""english"": 44, ""mathematics"": 65, ""computer_science"": 60, ""odia"": 86, ""hindi"": 92}"
8607,Harsh Rout,Class 5,A,8607,Mr. Ayaan Rout,Mrs. Ishaan Rout,2013-10-26,"House 456, Lane 1, Cuttack",9281221870,18,79,"{""odia"": 72, ""hindi"": 85, ""computer_science"": 75, ""mathematics"": 52, ""english"": 68}"
8608,Harsh Dash,Class 3,D,8608,Mr. Aadhya Dash,Mrs. Arnav Dash,2013-11-19,"Village, Lane 1, Balasore",9177791264,18,89,"{""science"": 45, ""english"": 80, ""computer_science"": 70, ""mathematics"": 79}"
8609,Riya Sahu,Class 6,A,8609,Mr. Om Sahu,Mrs. Aanya Sahu,2015-03-28,"Plot 123, Lane 1, Puri",9132354854,18,94,"{""social_science"": 88, ""hindi"": 84, ""science"": 91, ""computer_science"": 87, ""odia"": 62, ""english"": 58}"
8610,Yash Sharma,Class 9,D,8610,Mr. Kiaan Sharma,Mrs. Divyansh Sharma,2012-01-28,"Plot 123, Road 3, Cuttack",9907019504,18,93,"{""computer_science"": 57, ""hindi"": 82, ""science"": 47, ""mathematics"": 56, ""english"": 82, ""social_science"": 77, ""odia"": 88}"
8611,Avni Maharana,Class 4,D,8611,Mr. Atharv Maharana,Mrs. Dev Maharana,2013-03-01,"House 456, Street 2, Balasore",9431160894,18,84,"{""social_science"": 91, ""hindi"": 94, ""odia"": 66, ""mathematics"": 94, ""computer_science"": 59}"
8612,Raghav Sahoo,Class 5,C,8612,Mr. Saanvi Sahoo,Mrs. Yash Sahoo,2013-02-09,"Village, Street 2, Puri",9413093212,18,91,"{""hindi"": 88, ""computer_science"": 80, ""english"": 63, ""social_science"": 44, ""odia"": 68}"
8613,Myra Rout,Class 3,D,8613,Mr. Raghav Rout,Mrs. Kiaan Rout,2014-06-26,"Village, Lane 1, Puri",9513919847,18,83,"{""science"": 61, ""english"": 93, ""mathematics"": 55, ""odia"": 70}"
8614,Divyansh Tripathy,Class 6,C,8614,Mr. Shivansh Tripathy,Mrs. Shaurya Tripathy,2014-11-25,"House 456, Road 3, Balasore",9924777398,18,89,"{""hindi"": 62, ""mathematics"": 76, ""social_science"": 80, ""computer_science"": 49, ""english"": 66, ""odia"": 87}"
8615,Aarav Sahoo,Class 1,A,8615,Mr. Aditya Sahoo,Mrs. Harsh Sahoo,2011-01-14,"Village, Street 2, Khurda",9953275602,18,83,"{""mathematics"": 49, ""science"": 50, ""hindi"": 62}"
8616,Reyansh Naik,Class 5,A,8616,Mr. Rudra Naik,Mrs. Samarth Naik,2015-08-01,"Village, Road 3, Mayurbhanj",9550822828,18,88,"{""mathematics"": 50, ""computer_science"": 58, ""hindi"": 81, ""english"": 63, ""odia"": 45}"
8617,Prisha Maharana,Class 6,B,8617,Mr. Vihaan Maharana,Mrs. Aanya Maharana,2011-06-11,"Plot 123, Lane 1, Puri",9118388139,18,82,"{""mathematics"": 86, ""social_science"": 95, ""science"": 43, ""computer_science"": 86, ""english"": 75, ""odia"": 89}"
8618,Atharv Maharana,Class 6,B,8618,Mr. Arnav Maharana,Mrs. Divyansh Maharana,2015-06-02,"House 456, Road 3, Khurda",9270654716,18,92,"{""english"": 47, ""computer_science"": 63, ""mathematics"": 62, ""hindi"": 80, ""social_science"": 82, ""odia"": 42}"
8619,Vedant Barik,Class 8,A,8619,Mr. Pihu Barik,Mrs. Raghav Barik,2013-02-20,"Plot 123, Road 3, Khurda",9710020240,18,79,"{""english"": 89, ""science"": 44, ""social_science"": 42, ""odia"": 69, ""mathematics"": 49, ""computer_science"": 41, ""hindi"": 74}"
8620,Ishaan Sharma,Class 2,C,8620,Mr. Neil Sharma,Mrs. Kavya Sharma,2011-06-16,"House 456, Street 2, Mayurbhanj",9902206800,18,92,"{""science"": 53, ""social_science"": 45, ""computer_science"": 44, ""odia"": 40}"
8621,Neil Patra,Class 5,A,8621,Mr. Atharv Patra,Mrs. Inaya Patra,2015-08-07,"House 456, Road 3, Khurda",9335218981,18,85,"{""science"": 81, ""social_science"": 74, ""hindi"": 87, ""mathematics"": 76, ""computer_science"": 57}"
8622,Arnav Parida,Class 8,B,8622,Mr. Neil Parida,Mrs. Neil Parida,2013-12-11,"Plot 123, Street 2, Khurda",9774262447,18,81,"{""computer_science"": 73, ""mathematics"": 94, ""hindi"": 51, ""science"": 59, ""english"": 91, ""odia"": 68, ""social_science"": 68}"
8623,Vivaan Behera,Class 10,D,8623,Mr. Inaya Behera,Mrs. Yash Behera,2012-09-03,"Village, Road 3, Mayurbhanj",9760363476,18,78,"{""social_science"": 63, ""mathematics"": 48, ""odia"": 43, ""science"": 86, ""english"": 44, ""hindi"": 92, ""computer_science"": 58}"
8624,Ishaan Dash,Class 3,E,8624,Mr. Navya Dash,Mrs. Arjun Dash,2013-01-04,"House 456, Lane 1, Cuttack",9516896446,18,93,"{""social_science"": 64, ""english"": 45, ""hindi"": 50, ""mathematics"": 90}"
8625,Dev Sahu,Class 10,A,8625,Mr. Rishabh Sahu,Mrs. Khushi Sahu,2014-10-10,"House 456, Lane 1, Khurda",9247788664,18,86,"{""odia"": 88, ""science"": 48, ""hindi"": 77, ""mathematics"": 40, ""english"": 75, ""social_science"": 46, ""computer_science"": 72}"
8626,Ayaan Naik,Class 1,E,8626,Mr. Pihu Naik,Mrs. Aryan Naik,2011-08-17,"Village, Lane 1, Balasore",9680651931,18,95,"{""science"": 93, ""social_science"": 82, ""english"": 81}"
8627,Shaurya Barik,Class 4,E,8627,Mr. Yash Barik,Mrs. Myra Barik,2015-09-08,"House 456, Street 2, Khurda",9773056367,18,77,"{""odia"": 85, ""hindi"": 85, ""computer_science"": 91, ""mathematics"": 89, ""science"": 80}"
8628,Khushi Behera,Class 2,B,8628,Mr. Vedant Behera,Mrs. Kabir Behera,2014-03-25,"House 456, Street 2, Mayurbhanj",9505301336,18,93,"{""hindi"": 77, ""odia"": 50, ""mathematics"": 80, ""computer_science"": 63}"
8629,Inaya Patra,Class 8,C,8629,Mr. Diya Patra,Mrs. Ishaan Patra,2011-02-19,"Village, Street 2, Puri",9482938599,18,89,"{""social_science"": 88, ""computer_science"": 43, ""odia"": 81, ""english"": 86, ""hindi"": 54, ""science"": 42, ""mathematics"": 71}"
8630,Pihu Parida,Class 3,B,8630,Mr. Sai Parida,Mrs. Ishaan Parida,2015-09-08,"Village, Street 2, Cuttack",9267755552,18,98,"{""odia"": 88, ""mathematics"": 87, ""hindi"": 55, ""english"": 45}"
8631,Saanvi Patel,Class 8,B,8631,Mr. Riya Patel,Mrs. Ishaan Patel,2011-02-21,"Plot 123, Lane 1, Mayurbhanj",9356812530,18,89,"{""odia"": 44, ""social_science"": 51, ""mathematics"": 74, ""computer_science"": 73, ""english"": 47, ""hindi"": 57, ""science"": 88}"
8632,Daksh Nayak,Class 6,B,8632,Mr. Inaya Nayak,Mrs. Daksh Nayak,2011-05-01,"Village, Lane 1, Balasore",9584322771,18,83,"{""social_science"": 91, ""science"": 70, ""odia"": 71, ""computer_science"": 40, ""english"": 57, ""mathematics"": 43}"
8633,Kiaan Nayak,Class 9,B,8633,Mr. Shanaya Nayak,Mrs. Diya Nayak,2012-11-30,"Village, Lane 1, Mayurbhanj",9965066890,18,94,"{""science"": 68, ""english"": 55, ""social_science"": 61, ""hindi"": 81, ""odia"": 60, ""mathematics"": 60, ""computer_science"": 47}"
8634,Rishabh Pradhan,Class 6,C,8634,Mr. Kian Pradhan,Mrs. Arjun Pradhan,2011-10-13,"House 456, Road 3, Khurda",9265924830,18,84,"{""social_science"": 59, ""odia"": 51, ""english"": 87, ""computer_science"": 87, ""mathematics"": 74, ""hindi"": 77}"
8635,Raghav Nayak,Class 9,B,8635,Mr. Riya Nayak,Mrs. Avni Nayak,2012-10-07,"House 456, Street 2, Balasore",9108587171,18,92,"{""computer_science"": 61, ""english"": 82, ""hindi"": 69, ""odia"": 48, ""science"": 62, ""social_science"": 64, ""mathematics"": 50}"
8636,Ishaan Singh,Class 5,D,8636,Mr. Shivansh Singh,Mrs. Prisha Singh,2013-06-17,"Plot 123, Lane 1, Cuttack",9970612864,18,75,"{""mathematics"": 66, ""odia"": 76, ""hindi"": 79, ""computer_science"": 54, ""science"": 85}"
8637,Avni Mishra,Class 4,B,8637,Mr. Ishaan Mishra,Mrs. Krishna Mishra,2012-11-16,"House 456, Lane 1, Balasore",9116802733,18,94,"{""english"": 69, ""computer_science"": 85, ""science"": 83, ""mathematics"": 50, ""social_science"": 44}"
8638,Pihu Jena,Class 3,C,8638,Mr. Vedant Jena,Mrs. Dev Jena,2011-11-11,"House 456, Street 2, Balasore",9987254198,18,86,"{""computer_science"": 46, ""mathematics"": 56, ""english"": 64, ""odia"": 92}"
8639,Saanvi Behera,Class 5,C,8639,Mr. Raghav Behera,Mrs. Neil Behera,2011-01-15,"Plot 123, Lane 1, Balasore",9886578524,18,98,"{""science"": 62, ""odia"": 61, ""social_science"": 46, ""hindi"": 41, ""computer_science"": 84}"
8640,Raghav Mallick,Class 2,E,8640,Mr. Daksh Mallick,Mrs. Prisha Mallick,2011-09-05,"House 456, Lane 1, Mayurbhanj",9389186019,18,83,"{""hindi"": 58, ""odia"": 62, ""social_science"": 78, ""science"": 87}"
8641,Riya Tripathy,Class 7,D,8641,Mr. Aarav Tripathy,Mrs. Om Tripathy,2013-06-24,"Village, Road 3, Mayurbhanj",9300154742,18,91,"{""english"": 63, ""social_science"": 69, ""odia"": 84, ""computer_science"": 60, ""science"": 95, ""mathematics"": 79}"
8642,Dev Patel,Class 6,D,8642,Mr. Raghav Patel,Mrs. Navya Patel,2012-03-02,"Plot 123, Street 2, Puri",9268327356,18,92,"{""mathematics"": 77, ""social_science"": 53, ""science"": 61, ""computer_science"": 50, ""english"": 89, ""hindi"": 84}"
8643,Aditya Nayak,Class 5,D,8643,Mr. Rishabh Nayak,Mrs. Aadhya Nayak,2012-11-02,"House 456, Road 3, Puri",9715311632,18,79,"{""english"": 55, ""social_science"": 44, ""science"": 83, ""odia"": 57, ""mathematics"": 74}"
8644,Neil Mohanty,Class 2,C,8644,Mr. Saanvi Mohanty,Mrs. Abhinav Mohanty,2012-06-16,"Plot 123, Lane 1, Mayurbhanj",9241329034,18,88,"{""english"": 70, ""computer_science"": 61, ""social_science"": 57, ""odia"": 61}"
8645,Shanaya Mishra,Class 6,E,8645,Mr. Ishaan Mishra,Mrs. Dev Mishra,2012-04-03,"House 456, Lane 1, Balasore",9285300901,18,81,"{""english"": 53, ""mathematics"": 83, ""hindi"": 80, ""odia"": 74, ""social_science"": 67, ""computer_science"": 61}"
8646,Darsh Patel,Class 1,D,8646,Mr. Dev Patel,Mrs. Aarav Patel,2015-08-11,"Plot 123, Road 3, Khurda",9259882005,18,89,"{""science"": 74, ""odia"": 93, ""hindi"": 70}"
8647,Myra Barik,Class 9,E,8647,Mr. Pihu Barik,Mrs. Anaya Barik,2015-01-09,"Plot 123, Street 2, Mayurbhanj",9485196672,18,77,"{""english"": 79, ""science"": 90, ""hindi"": 62, ""computer_science"": 58, ""odia"": 47, ""social_science"": 91, ""mathematics"": 52}"
8648,Arnav Pradhan,Class 2,C,8648,Mr. Arnav Pradhan,Mrs. Kiaan Pradhan,2013-10-02,"House 456, Road 3, Mayurbhanj",9306215172,18,80,"{""odia"": 56, ""english"": 61, ""social_science"": 47, ""computer_science"": 56}"
8649,Yash Maharana,Class 3,E,8649,Mr. Harsh Maharana,Mrs. Aadhya Maharana,2012-09-19,"Village, Lane 1, Mayurbhanj",9731158791,18,75,"{""english"": 76, ""science"": 89, ""hindi"": 85, ""social_science"": 66}"
8650,Dev Lenka,Class 2,D,8650,Mr. Vivaan Lenka,Mrs. Arjun Lenka,2011-06-06,"Plot 123, Lane 1, Balasore",9245243650,18,98,"{""science"": 51, ""mathematics"": 93, ""hindi"": 87, ""odia"": 64}"
8651,Arjun Jena,Class 9,B,8651,Mr. Shivansh Jena,Mrs. Vihaan Jena,2011-08-25,"House 456, Lane 1, Mayurbhanj",9681609581,18,83,"{""mathematics"": 69, ""social_science"": 87, ""odia"": 64, ""science"": 95, ""english"": 69, ""computer_science"": 87, ""hindi"": 69}"
8652,Pari Dash,Class 9,D,8652,Mr. Pihu Dash,Mrs. Ishaan Dash,2015-05-08,"House 456, Street 2, Khurda",9477084691,18,90,"{""science"": 66, ""mathematics"": 40, ""english"": 61, ""computer_science"": 88, ""social_science"": 79, ""odia"": 93, ""hindi"": 77}"
8653,Myra Singh,Class 5,E,8653,Mr. Aadhya Singh,Mrs. Rudra Singh,2015-02-02,"Village, Road 3, Puri",9956128026,18,81,"{""computer_science"": 53, ""odia"": 76, ""hindi"": 81, ""science"": 77, ""english"": 46}"
8654,Arnav Kumar,Class 1,C,8654,Mr. Aanya Kumar,Mrs. Vivaan Kumar,2012-12-01,"Plot 123, Street 2, Balasore",9167539371,18,81,"{""science"": 73, ""hindi"": 41, ""computer_science"": 65}"
8655,Anika Lenka,Class 9,E,8655,Mr. Vihaan Lenka,Mrs. Raghav Lenka,2013-01-13,"Plot 123, Lane 1, Khurda",9648071199,18,96,"{""odia"": 65, ""computer_science"": 44, ""mathematics"": 92, ""hindi"": 77, ""social_science"": 41, ""science"": 84, ""english"": 75}"
8656,Dev Das,Class 10,A,8656,Mr. Anika Das,Mrs. Abhinav Das,2012-07-31,"Village, Street 2, Mayurbhanj",9678399979,18,97,"{""mathematics"": 91, ""science"": 41, ""odia"": 47, ""social_science"": 90, ""computer_science"": 57, ""hindi"": 79, ""english"": 80}"
8657,Atharv Rout,Class 7,A,8657,Mr. Dev Rout,Mrs. Abhinav Rout,2012-08-31,"House 456, Road 3, Balasore",9228679633,18,83,"{""english"": 71, ""mathematics"": 95, ""odia"": 68, ""computer_science"": 61, ""social_science"": 76, ""science"": 84}"
8658,Khushi Behera,Class 7,D,8658,Mr. Avni Behera,Mrs. Harsh Behera,2013-11-25,"Village, Lane 1, Balasore",9369010739,18,81,"{""mathematics"": 89, ""english"": 40, ""odia"": 51, ""social_science"": 94, ""hindi"": 54, ""science"": 88}"
8659,Vivaan Swain,Class 9,D,8659,Mr. Abhinav Swain,Mrs. Raghav Swain,2015-06-18,"Plot 123, Road 3, Puri",9581956121,18,86,"{""mathematics"": 46, ""hindi"": 45, ""science"": 78, ""social_science"": 54, ""computer_science"": 62, ""odia"": 94, ""english"": 90}"
8660,Kiaan Samantaray,Class 8,C,8660,Mr. Shanaya Samantaray,Mrs. Inaya Samantaray,2013-08-27,"Village, Street 2, Puri",9964071302,18,86,"{""hindi"": 68, ""english"": 58, ""mathematics"": 48, ""computer_science"": 49, ""science"": 78, ""odia"": 54, ""social_science"": 87}"
8661,Aryan Singh,Class 2,B,8661,Mr. Reyansh Singh,Mrs. Kiaan Singh,2014-12-22,"House 456, Lane 1, Balasore",9359995324,18,75,"{""odia"": 54, ""hindi"": 59, ""computer_science"": 75, ""science"": 80}"
8662,Neil Patel,Class 1,A,8662,Mr. Anika Patel,Mrs. Neil Patel,2014-06-18,"House 456, Lane 1, Khurda",9303466318,18,95,"{""social_science"": 47, ""hindi"": 78, ""computer_science"": 90}"
8663,Ayaan Pradhan,Class 9,A,8663,Mr. Navya Pradhan,Mrs. Aanya Pradhan,2010-10-19,"House 456, Road 3, Puri",9602098711,18,77,"{""odia"": 84, ""social_science"": 82, ""hindi"": 58, ""mathematics"": 79, ""english"": 86, ""science"": 78, ""computer_science"": 74}"
8664,Samarth Kumar,Class 4,E,8664,Mr. Aarav Kumar,Mrs. Pihu Kumar,2014-01-28,"Plot 123, Road 3, Balasore",9533636074,18,85,"{""computer_science"": 77, ""science"": 42, ""english"": 61, ""hindi"": 65, ""odia"": 50}"
8665,Avni Kar,Class 6,C,8665,Mr. Aditya Kar,Mrs. Ayaan Kar,2014-07-28,"Plot 123, Street 2, Puri",9170456042,18,76,"{""odia"": 79, ""english"": 69, ""mathematics"": 80, ""hindi"": 75, ""computer_science"": 49, ""science"": 44}"
8666,Vihaan Singh,Class 9,D,8666,Mr. Kiaan Singh,Mrs. Ishaan Singh,2015-07-23,"Plot 123, Road 3, Mayurbhanj",9283022144,18,77,"{""hindi"": 83, ""social_science"": 73, ""computer_science"": 65, ""english"": 71, ""mathematics"": 88, ""science"": 60, ""odia"": 87}"
8667,Kiaan Sahu,Class 2,E,8667,Mr. Avni Sahu,Mrs. Neil Sahu,2013-10-17,"Plot 123, Road 3, Cuttack",9497672310,18,98,"{""social_science"": 84, ""mathematics"": 62, ""science"": 51, ""odia"": 71}"
8668,Kiaan Das,Class 6,B,8668,Mr. Arjun Das,Mrs. Neil Das,2013-12-21,"House 456, Street 2, Mayurbhanj",9511439491,18,78,"{""science"": 46, ""computer_science"": 74, ""mathematics"": 62, ""english"": 78, ""odia"": 53, ""social_science"": 75}"
8669,Sai Lenka,Class 3,D,8669,Mr. Inaya Lenka,Mrs. Aryan Lenka,2011-05-13,"Plot 123, Street 2, Khurda",9379872340,18,79,"{""english"": 88, ""science"": 53, ""social_science"": 48, ""computer_science"": 79}"
8670,Shanaya Senapati,Class 8,E,8670,Mr. Aadhya Senapati,Mrs. Divyansh Senapati,2011-01-20,"Plot 123, Road 3, Balasore",9539519846,18,91,"{""odia"": 47, ""computer_science"": 62, ""science"": 81, ""mathematics"": 63, ""hindi"": 68, ""social_science"": 86, ""english"": 95}"
